,title,author,date,tag,collection,transmit,comments,songs,play
1700,【宝藏歌单】一开口就被惊艳到的小众圣诞歌,GODIVA歌帝梵,2021-11-19,欧美-治愈,39635,1648,1007,32,372795
1701,眼中尽是你对我的辜负.,乐忘机,2021-11-07,华语-流行-伤感,2519,135,1,123,141017
1702,慵懒小众｜神曲级别迷幻吟唱,花信空,2021-09-13,欧美-浪漫-R&B/Soul,2887,31,18,176,252481
1703,聂可以 翻歌合集,黑小孩C_,2021-10-09,华语-快乐-翻唱,889,5,9,66,109194
1704,《华语耐听榜》无边热爱 来日方长,-甜饼怪BABE-,2021-11-27,华语-流行-清新,15699,70,8,323,548518
1705,深夜emo向【孤独】【伤感】【夜晚】.,离开就是了,2021-11-05,伤感-翻唱-华语,2320,111,23,179,249470
1706,综艺《舞千年》歌曲,紫蓝粉_zlf_,2021-11-03,舞曲,1015,7,13,28,32817
1707,从此再无避风港，余额就是安全感,余额就是安全感啊,2021-11-07,华语-夜晚-伤感,4073,118,25,68,228835
1708,饮这杯浪漫毒药,xrmce,2021-09-25,浪漫-放松-治愈,2170,110,9,48,68643
1709,Keshi是温柔本身,陪凡崽看日落la,2021-08-24,欧美-清晨,3170,41,58,35,193921
1710,哭完了吗.哭完挂了,爱喝茶o1,2021-11-10,华语-流行-翻唱,265,20,1,146,326460
1711,听完这些歌就彻底忘掉你,爱喝茶派o2,2021-10-03,华语-流行-翻唱,3095,37,17,204,648915
1712,怪我无能 没能留住你,白开水o1,2021-11-07,华语-流行-伤感,2313,136,评论,122,122071
1713,说真的 忘记你我做不到,爱喝茶派o1,2021-10-03,华语-流行-翻唱,424,33,3,150,719093
1714,风里藏着故事与她.翻唱神曲系列,海浪汁,2021-11-13,华语-翻唱-流行,2113,121,27,123,267832
1715,治愈歌单｜其实一个人过也很好,GYiFi,2021-11-12,流行-治愈-华语,15221,367,11,43,1312589
1716,【欧美大热】让你一秒沦陷的圣诞必听流行歌,GODIVA歌帝梵,2021-11-20,欧美-流行,41159,1868,1213,32,421378
1717,拔刀终究还是留不住落樱.,A神明与她皆失,2021-08-01,伤感-00后-夜晚,14671,105,218,596,1699402
1718,都会有遗憾的对吧（持续更新）,你开心的话忘了我也没关系呀,2021-11-09,孤独-伤感-华语,1328,505,3,81,140455
1719,电视剧《一生一世》《周生如故》原声OST,库库艾吖,2021-09-16,影视原声-华语,1020,6,6,17,108866
1720,☆梦幻 摇滚 浪漫‖日落 愚蠢的晚霞 我和你,revoltion,2021-11-17,安静-午休-摇滚,697,4,6,62,71381
1721,美式情歌丨坠入月亮舞池,银河味苏打,2021-09-13,欧美-流行-浪漫,4609,61,22,27,195575
1722,【节日经典】有温暖氛围感的圣诞殿堂级好歌,GODIVA歌帝梵,2021-11-20,欧美-怀旧,38988,1438,853,31,341598
1723,张诗尧 苏6 哪吒 牌7 条子 扎 英雄会.,warriors鵯,2021-08-09,经典-兴奋-流行,10171,104,44,108,689101
1724,国语珍藏 | 给你一张过去的CD,云音乐经典专区,2021-07-06,华语-怀旧,40688,285,60,200,6123677
1725,CITY POP / INDIE 城市漫步,是贝拉阿,2021-08-12,R&B/Soul-另类/独立-浪漫,15030,1772,3,119,1328683
1726,不是花火呀的歌曲集,你要的爱盘不起,2021-09-19,流行-清新-治愈,677,23,6,34,61600
1727,“温柔扑了个空 把心跌碎了”,泉安,2021-11-07,华语-流行-伤感,2351,117,评论,22,140702
1728,yihuik苡慧,Flas1hg_memory,2021-09-28,清新-放松-浪漫,2929,38,14,32,181606
1729,『时光音乐会 』|第1-10期合集更新中,苑晓杰Jessica,2021-10-25,华语-综艺-流行,16929,122,111,69,893481
1730,R&B入魂|踩着节奏的浪漫，流连韵律情怀,流萤与诗,2021-12-05,欧美-R&B/Soul-浪漫,594,8,7,35,61763
1731,井川里予丨纯欲天花板，切换转场天花板,倾婉公主,2021-09-14,华语-网络歌曲,724,11,3,1007,115738
1732,校园金曲广播站：90后的青涩印记,蜜糖男孩,2021-08-18,华语-校园-90后,12125,122,37,121,1638111
1733,时光音乐会｜第1-10期合辑,烟火E清欢,2021-11-12,华语-怀旧-综艺,8754,51,46,69,519555
1734,JayChou-周杰倫,蒙太奇Re,2021-11-13,华语-流行-安静,6741,125,62,109,280663
1735,国民音综《我是歌手》音源回归 ,网易云音乐,2021-10-26,华语-综艺,41375,724,1027,900,2987869
1736,上戏416女团（无纯音乐）,以遥,2021-09-22,华语-古风,2224,7,21,65,106972
1737,【超好听的R&B歌单】适合学习作业 放松心情,Charlotte余南予,2021-08-12,R&B/Soul-学习-治愈,15462,168,85,35,701440
1738,百首DJ名曲 | 来场有质感的迪吧,日式收藏館,2021-07-04,华语-酒吧,6293,14,10,136,905212
1739,无神之地不下雨 台剧官方原声,VARERED,2021-10-10,华语-影视原声-流行,956,44,8,17,52032
1740,♛【 Muhabbat Kuyliri丨精选情歌集 】♡,阿拉丁FM,2021-11-11,小语种-流行-民族,2182,6,评论,133,291852
1741,玫瑰藏于身后，期待与你邂逅,原创君,2021-12-02,华语-流行,1138,30,18,20,252561
1742,动画《英雄联盟 双城之战》BGM/OST,MRDavidChen,2021-11-07,欧美-影视原声-游戏,2919,20,31,40,211493
1743,2021.10.16张杰未LIVE-曜·北斗演唱会苏州,AMYoung_,2021-10-14,华语-经典,1831,39,31,40,123155
1744,庆祝中华人民共和国成立72周年|百曲献祖国,网易云音乐,2021-09-26,华语-感动-经典,19982,672,1154,100,3559774
1745,Merry Christmas｜这个圣诞节愿你不再孤单,YoungJamBEATs,2021-12-14,华语-欧美-日语,668,11,7,25,93381
1746,【复古放克/Disco】Funk and Disco,duan_roy,2021-11-15,欧美-R&B/Soul-酒吧,146,5,3,237,68609
1747,女装店沉浸式挑款BGM,lacewear,2021-11-20,R&B/Soul-爵士-性感,55702,361,250,20,882368
1748,《两小无拆》泰剧OST/BGM,Today吖头cium,2021-11-01,流行-浪漫-影视原声,1095,2,31,124,86266
1749,国风戏腔 | 戏子演绎悲欢离合,张大佛爷0v0,2021-07-26,古风-华语,11001,85,21,66,771702
1750,[ 复古留聲机 ] 浪漫的千百种表达方式,秋chill的首席推歌官,2021-07-25,欧美-怀旧-浪漫,8042,127,54,77,345083
1751,TV动画《国王排名》王様ランキング,叽律叽,2021-10-16,日语-影视原声-ACG,407,1,6,12,42800
1752,薛之谦2021天外来物巡演开启,太合音乐集团,2021-09-13,华语-流行,839,39,14,32,57962
1753,风靡90后校园的歌曲｜带你时光倒流,音凛酱,2021-10-11,华语-流行-怀旧,418,102,3,40,61054
1754,沉浸式“学习”｜适合看小说时听的歌单⑥,古风-少女,2021-10-25,华语-古风,239,2,评论,1523,50667
1755,孤岛惊魂6-拉美激情游电台金曲,Oliver绿箭,2021-10-08,拉丁-游戏-欧美,560,6,46,74,32914
1756,双城之战｜英雄联盟,律动至美,2021-11-13,世界音乐-游戏-影视原声,4823,37,45,11,501823
1757,【乌兹别克歌手】Alisher Zokirov,AlisherOfficial,2021-11-13,小语种-流行-民族,1813,5,评论,121,172774
1758,时代少年团（原声）,满月牌盐汽水,2021-07-29,流行-清新-00后,9062,36,30,61,290840
1759,晴天-周杰伦经典和翻唱,言若风,2021-08-30,华语-怀旧-经典,4793,37,13,340,634186
1760,王靖雯不胖／不知所措／沦陷／善变,解忧邵帅,2021-08-28,华语-流行-治愈,10758,54,22,60,1959398
1761,【浓情爵士】烟云已过，纵享黄昏,鼠一属二,2021-09-29,欧美-爵士-浪漫,1071,23,9,62,96783
1762,作曲家林轩100首音乐企划|一起见证美好诞生,作曲家林轩,2021-12-05,另类/独立-影视原声,733,分享,评论,19,190477
1763,开口秒知曲名摇滚经典50首,中卫鲍伊,2021-08-25,欧美-摇滚-经典,3122,121,131,49,143718
1764,南北党看过来啊（天依和阿绫的绝美合集）,xbcrystalheart,2021-11-14,华语-ACG-清新,2501,120,19,3313,120563
1765,电影《梅艳芳》,小小小果酱,2021-11-13,粤语-影视原声,457,17,15,23,34820
1766,梅艳芳(2021)｜电影原声带（顺序纯享版）,别扒拉我_mua,2021-11-12,粤语-影视原声,1146,42,29,31,66236
1767,电影《梅艳芳》歌曲全集,theultimatestory,2021-11-14,华语-粤语-思念,1227,31,70,31,59054
1768,电影《梅艳芳》,告白气球v,2021-11-01,影视原声-华语-粤语,1541,40,26,34,124096
1769,王靖雯不胖／沦陷／善变 / 说说话/,藏族风情TIBIT,2021-09-26,华语-流行-治愈,5153,13,17,35,1065909
1770,王靖雯不胖 - 沦陷,你像风一样吹过来,2021-06-11,华语-流行,10371,75,38,28,1796851
1771,Kunda Bir Usul维吾尔舞蹈,Adil_Abdulla,2021-11-19,小语种-民族-舞曲,4720,5,评论,58,183706
1772,古风｜看小说时听的歌单③,ARP-ONE,2021-08-22,古风-学习-孤独,5656,77,45,398,860839
1773,山谷里的波萨诺瓦‖Bossa Nova,秋泽健,2021-09-04,另类/独立-New Age-Bossa Nova,11922,4173,8,291,286111
1774,英皇娱乐回归云村|往事用粤语经典来回味,网易云音乐,2021-11-05,流行-怀旧,10万,2985,2044,209,6616200
1775,灵魂歌手Adele回归|空灵嗓音诠释纯粹深情,网易云音乐,2021-10-13,欧美-流行-伤感,16889,194,128,39,2886514
1776,「港味留声机」经典永不过时，撩起万千思绪,云音乐歌单之友,2021-11-09,粤语-怀旧-80后,5356,80,17,77,1050784
1777,不怕新歌有多嗨，就怕老歌带DJ,真咸鱼饼干,2021-08-13,华语-流行-经典,6992,39,30,24,1036298
1778,港曲重温｜好久没听，不变的还是一样的感动,亲爱的虾皮女士,2021-11-26,粤语-流行-经典,2046,22,20,60,681427
1779,港 韵 时 光 ‖ 藏匿在岁月中的经典旋律,夏天种花秋天晒太阳,2021-11-18,华语-粤语-感动,2071,30,26,52,609158
1780,经典粤语丨怀念旧时光 岁月留声,_比我糟糕嘛,2021-09-06,华语-流行-怀旧,957,14,5,63,146062
1781,艺术之魂丨电影中那些至美的「肖邦时刻」,丨IIIIIIIIII丨,2021-10-14,欧美-古典-钢琴,1074,18,5,39,92402
1782,宿命回响：命运节拍 【古典插曲收集】,莳珥,2021-10-06,ACG-日语-古典,1636,7,34,17,48391
1783,懒散情绪 · 节奏蓝调小镇的漫步,OmenTwwnmfm,2021-11-13,欧美-R&B/Soul-放松,452,4,2,21,39214
1784,温柔古风丨但愿你日子清净 梦里灯少寒 ,戴知山,2021-10-26,华语-古风-治愈,987,8,12,60,66081
1785,『纯音/轻音』天雨流芳,虚逐往,2021-12-07,轻音乐-学习-ACG,5058,3,评论,93,115103
1786,学习｜写作业 必备歌单（纯音乐）,我觉得你超棒哦,2021-07-25,学习-放松-轻音乐,2588,10,8,70,177196
1787,G-Dragon | 潮流音乐艺术家,云音乐VIP,2021-08-16,韩语-流行-说唱,2189,13,25,66,139585
1788,「白日梦患者」依旧是半梦半醒,渝淮安,2021-08-06,日语-欧美-华语,2422,14,23,415,105897
1789,韩剧「那年，我们的夏天」OST（请看简介）,celebragi,2021-12-10,韩语-流行-浪漫,2910,28,33,27,145251
1790,【韩语精选】入坑上道必听的K-Pop,kkuraz,2021-07-30,韩语-流行-兴奋,4635,51,144,100,355629
1791,韩剧《酒鬼都市的女人们》OST&BGM,恩pink,2021-11-05,韩语-影视原声-流行,655,7,28,35,37622
1792,韩语|冬季来一杯暖暖的栗子泥牛乳茶,辣条研究所所长,2021-11-01,韩语-下午茶-治愈,891,12,17,28,76417
1793,〖KPop〗|跳舞必备|中毒|宝藏男女团,Velprh,2021-08-25,韩语-兴奋,5602,40,16,120,350849
1794,日剧 | 最爱 歌单,i7toy,2021-11-06,日语-影视原声,519,4,16,31,66064
1795,从零开始的异世界生活,i有情人,2021-10-20,日语-影视原声-ACG,4043,125,30,51,51200
1796,sweeties_biubiu的歌单,sweeties_biubiu,2021-11-09,日语-夜晚-工作,386,3,1,30,43796
1797,日语‖那些听着都忍不住唱起来的歌曲,一鹿饮溪一,2021-09-11,日语-ACG-流行,2238,17,37,81,147326
1798,★霓虹午夜☆你也想来一场浪漫赴约吗,一只森森呀,2021-12-14,日语-R&B/Soul-夜晚,408,5,2,42,32515
1799,入睡催眠剂：拯救枕头上的无尽流浪,A-清风醉,2021-11-30,轻音乐-安静,359,5,2,30,26668
1800,Bassline | 低音声线,云音乐电音专区,2021-11-22,电子-舞曲,133,2,评论,30,28457
1801,新鲜感不佳词语匮乏,深夜老Baby,2021-10-13,怀旧-流行-00后,1200,8,21,470,38777
1802,少女情怀总是诗『看城市日暮 等灯火通明』,mildideology,2021-11-05,放松-夜晚-浪漫,300,5,2,66,28613
1803,好听到循环的歌单，日常更新中~,摘星揽月_1,2021-12-09,华语-流行,294,200,8,38,26819
1804,两个互相吸引的人 是不用使劲奔跑的,Roy的幻想乡,2021-12-04,华语-流行-说唱,508,10,评论,41,28638
1805,旅行BGM「赏沿途美景 享惬意时光」欧美民谣,__温一壶月光下酒,2021-11-28,欧美-旅行-放松,276,2,6,45,25102
1806,EMO|【新的希望】 地下emo集合!,W2eirdo,2021-12-10,摇滚-朋克,212,102,205,50,24535
1807,失恋歌单｜我终于失去你了,GYiFi,2021-10-26,流行-治愈-华语,11398,117,97,81,1130578
1808,逗比的雀巢 bgm,LauSukey,2021-08-03,快乐-放松,2199,7,40,67,45942
1809,精选说唱伴奏(适合写歌的BEAT),2022高考黑马,2021-11-28,说唱-华语-R&B/Soul,270,21,2,520,41881
1810,中文rap—高质量精选,也想成为rapper,2021-12-05,华语-摇滚-说唱,487,6,1,108,53956
1811,一年一度喜剧大赛,Sakuraxxy233,2021-10-27,流行-快乐,562,5,60,44,42427
1812,昨夜派对「去有玫瑰的目的地」2021全国巡演,Chensxxxxx,2021-10-14,另类/独立,497,36,15,18,25975
1813,大湾仔的夜歌单,海蓝色的天际,2021-11-18,粤语,789,7,12,47,43351
1814,单身酒馆app的微醺歌单,单身酒馆app,2021-11-10,民谣-夜晚-酒吧,1640,23,17,91,25467
1815,大型纪录片《紫禁城》原声带,马儿aimily,2021-10-23,影视原声-华语-流行,651,14,11,36,25841
1816,韩综《机智的山村生活》BGM,吴爱星双子,2021-09-22,综艺-治愈-旅行,910,6,14,298,23426
1817,全球潮流最前线丨电子迷情，氤氲合成,伦敦酒吐座,2021-12-03,欧美-电子-夜晚,330,1,6,127,32717
1818,City Pop | 都市流行音乐欣赏指南,不要停止探索音乐,2021-11-29,日语-流行-驾车,169,7,评论,216,22485
1819,芬奇 Finch 电影音乐合集,莎士比亚书店,2021-11-06,欧美-影视原声,420,15,15,14,23090
1820,日本高中生原创音乐,miiiiiia,2021-11-14,日语-学习-流行,1679,3,16,45,25673
1821,Arcane《英雄联盟:双城之战》BGM/OST,Netflix影音社,2021-11-09,欧美-影视原声-兴奋,276,1,6,34,22489
1822,Dim Mak 2021超燃精选合集及混音,DimMakRecords,2021-12-16,欧美-电子-兴奋,12,3,1,33,20750
1823,冬日秘语｜和落叶交换温柔 和飞雪置换美梦,韩卓轩i,2021-11-10,华语-流行-治愈,241,126,110,73,42366
1824,第一次遇见花香的那刻,In-Oasis,2021-11-21,华语-思念-影视原声,266,3,8,14,22044
1825,“一生不缺浪漫，唯独装不下遗憾”,落花时节逢故知,2021-11-21,孤独-伤感-浪漫,235,102,1,53,18894
1826,『笔尖魔法』提速99%的学习纯音,來自十九層地獄__,2021-08-30,流行-学习-轻音乐,10976,89,46,41,2624269
1827,大湾仔的夜歌单,BWaiting_X,2021-11-18,怀旧-华语-粤语,188,1,3,18,21742
1828,周杰伦的后花园,赵优秀哦,2021-11-19,华语-流行-经典,262,分享,2,185,17470
1829,波比的游戏时间（poppy playtime）OST,蛞蝓猫南博万,2021-11-10,游戏,188,分享,8,11,19079
1830,PANTHENIGHT熊猫团,ET_宇航员,2021-10-27,华语-说唱-90后,203,1,评论,49,19793
1831,Tick Tick Boom,Spievt,2021-10-24,影视原声,515,13,5,17,18911
1832,夏天甜甜的恋爱,應該愛愛我的人,2021-12-14,说唱-浪漫-清新,11007,2290,75,54,566284
1833,极限竞速地平线5 Bass电台,改了个坏名字,2021-10-26,欧美,255,3,评论,17,17525
1834,送给女朋友甜甜的歌单～,你口中的绅士,2021-11-14,轻音乐-流行-浪漫,835,8,评论,83,15635
1835,Breathe,EndlessAbyss--,2021-11-15,欧美-摇滚-游戏,669,708,评论,86,14988
1836,酒吧学习法歌单,焦糖迈奇朵_Shirley,2021-12-04,学习-酒吧,1414,21,53,49,19054
1837,“尝遍世间的孤独”,説与山鬼听聽,2021-11-20,伤感-治愈-孤独,218,1,评论,73,13837
1838,IMP小鬼，素婉，鸟鸟，直播间BGM,M牛牪犇,2021-11-04,运动-酒吧,301,9,3,51,14929
1839,节日特供丨圣诞夜的音乐大餐,环球古典及爵士,2021-12-10,治愈-感动-快乐,109,2,评论,24,14173
1840,宝藏合唱丨全能治愈的正太少年萝莉御姐们,洛逸是不二少年,2021-11-29,治愈-00后-流行,145,分享,1,42,12460
1841,难道只有经历才会懂么？！,徐小伟520,2021-11-27,孤独-伤感,206,2,评论,118,12409
1842,takt op.destiny宿命回响：命运节拍 音乐集,爆肝工程师的狂想曲,2021-10-07,日语-ACG-游戏,411,6,3,62,13060
1843,说唱人物志Vol.7 Jay-Z作品精选,云音乐说唱专区,2021-11-02,欧美-说唱,158,2,3,25,12846
1844,运动时的激情音乐|释放荷尔蒙|致努力的你,迷离loveing,2021-12-04,运动-兴奋-流行,2120,112,评论,25,12229
1845,且听风吟，静待花开。,Aphelion1,2021-11-23,流行-华语-地铁,835,1,2,61,12216
1846,世间的浪漫与你同在,万古发家,2021-11-27,华语-民谣,555,分享,评论,46,12023
1847,pt.11 Heartbreak English Playlist | LSEA,LSEA0912,2021-11-05,欧美-夜晚-安静,969,5,2,15,12434
1848,夜深了还没睡吗,即使风景都尘埃我会一直在,2021-12-09,华语-流行-伤感,441,2,评论,31,11506
1849,声入人心第一季+歌手 节目原声带！,Crazy嘉想成为大学霸,2021-10-29,华语-欧美-综艺,599,7,17,112,15925
1850,我堆积的思念听得见吗,George-Chuan,2021-11-14,华语-思念-流行,221,2,1,28,11279
1851,健身房 | 举铁 跑步 会上头的BGM,一只眼睛的鹿_,2021-08-26,流行-运动-电子,6099,107,21,65,1173393
1852,夜深了，该睡觉了。,失眠症患者_-_,2021-10-13,钢琴-孤独-轻音乐,815,4,19,77,13451
1853,最好听的中文说唱 这一波齐了（持续更新）,不卖花的花店,2021-12-02,华语-治愈-说唱,138,分享,评论,131,11036
1854,00后男生的听歌列表,你也听过雨吗,2021-11-28,华语-流行-网络歌曲,397,分享,2,131,10838
1855,“如何融化 你的冰川”,L07o,2021-12-05,浪漫-旅行-说唱,271,313,3,57,10717
1856,Jay周杰伦,与樂听jay,2021-12-06,华语-流行-经典,699,33,5,130,20322
1857,IMP小鬼直播歌曲 gt大队,丹哥GT大队,2021-11-05,流行-摇滚,290,6,9,46,15017
1858,一个射手座的听歌列表,三千大世界7,2021-09-24,治愈-流行-华语,8360,211,74,297,1028914
1859,［不一样的圣诞］超治愈的欧美歌曲,月牙泉上打过人,2021-12-04,欧美-流行,2004,1002,评论,62,10091
1860,2021张杰未live曜北斗演唱会 合集,_Olina,2021-10-17,华语-经典,296,8,5,48,12506
